Provincia	Código INE	Nombre del Municipio	Nº de conatos	Nº de incendios	Total conatos + incendios	Superficie arbolada (ha)	Superficie desarbola (ha)	Superficie forestal total (ha)	Superficie total del Municipio 	
	04067	Ohanes	0	6	6	0	52.59	52.59	3,238.76	
	04068	Olula de Castro	1	7	8	0	26.42	26.42	3,357.86	
	04069	Olula del Río	1	12	13	0.01	7.09	7.1	2,350.02	
	04070	Oria	7	17	24	0.22	15.68	15.9	23,458.60	
	04071	Padules	1	4	5	1.72	35.71	37.43	2,647.08	
	04072	Partaloa	1	6	7	0	36.29	36.29	5,252.55	
	04073	Paterna del Río	1	6	7	42.42	23.05	65.47	4,544.49	
	04074	Pechina	1	0	1	0	0.65	0.65	4,602.41	
	04075	Pulpí	3	8	11	0	41.45	41.45	9,458.18	
	04076	Purchena	4	21	25	0.92	22.54	23.46	5,643.40	
	04077	Rágol	7	8	15	27.23	84.16	111.39	2,690.09	
	04078	Rioja	1	0	1	0	0.1	0.1	3,637.72	
	04079	Roquetas de Mar	1	6	7	0	10.94	10.94	5,974.12	
	04080	Santa Cruz de Marchena	2	1	3	0	2.15	2.15	1,995.73	
	04081	Santa Fe de Mondéjar	1	6	7	0	17.97	17.97	3,484.32	
	04082	Senés	2	10	12	26.32	460.53	486.85	5,031.05	
	04083	Serón	9	19	28	22.95	30.33	53.28	16,627.24	
	04084	Sierro	1	6	7	43	104.36	147.36	2,742.49	
	04085	Somontín	4	0	4	0.03	0.17	0.2	1,618.22	
	04086	Sorbas	11	48	59	0	1361.71	1361.71	24,900.01	
	04087	Suflí	1	0	1	0	0.15	0.15	1,011.81	
	04088	Tabernas	10	22	32	0	34.94	34.94	28,017.34	
	04089	Taberno	0	1	1	0	1.4	1.4	4,406.65	
	04090	Tahal	7	6	13	12.83	91.91	104.74	9,475.53	
	04091	Terque	2	0	2	0	0.69	0.69	1,570.64	
	04092	Tíjola	5	9	14	1.79	22.22	24.01	6,746.44	
	04093	Turre	3	12	15	5.92	6978.79	6984.71	10,789.31	
	04094	Turrillas	0	8	8	0	6.64	6.64	3,912.30	
	04095	Uleila del Campo	1	2	3	0	1.86	1.86	3,864.46	
	04096	Urrácal	0	2	2	8.74	0.4	9.14	2,544.89	
	04097	Velefique	1	13	14	0.21	179.37	179.58	6,630.06	
	04098	Vélez-Blanco	2	8	10	1.56	8.08	9.64	44,103.18	
	04099	Vélez-Rubio	1	14	15	0.26	23.59	23.85	28,178.83	
	04100	Vera	1	5	6	0	5.23	5.23	5,814.81	
	04101	Viator	4	0	4	0	0.09	0.09	2,060.57	
	04102	Vícar	2	10	12	0	28.42	28.42	6,429.03	
	04103	Zurgena	2	8	10	0	42.61	42.61	7,153.94	
	04901	Las Tres Villas	1	7	8	1.61	55.87	57.48	8,528.73	
	04902	El Ejido	5	0	5	0.42	0.28	0.7	22,542.05	
	04903	La Mojonera	1	1	2	0	3.07	3.07	2,384.79	
Total Almeria									876,761.85	
Araba/Álava	01001	Alegría-Dulantzi	1	2	3	5.43	0.24	5.67	1,993.13	
	01002	Amurrio	4	20	24	131.97	25.92	157.89	9,627.11	
	01003	Aramaio	2	7	9	1.92	1.7	3.62	7,320.18	
	01004	Artziniega	6	4	10	4.48	0.66	5.14	2,742.49	
	01006	Armiñón	2	4	6	3.35	2.44	5.79	1,291.66	
	01008	Arratzua-Ubarrundia	0	9	9	163.16	34.81	197.97	5,736.55	
	01009	Asparrena	0	4	4	1.43	8.95	10.38	6,513.54	
	01010	Ayala/Aiara	3	13	16	8.02	19.85	27.87	14,075.21	
	01011	Baños de Ebro/Mañueta	2	5	7	0.92	1.72	2.64	945.20	
	01013	Barrundia	1	18	19	25.44	229.99	255.43	9,735.12	
	01014	Berantevilla	2	5	7	4.07	0.07	4.14	3,570.31	
	01016	Bernedo	0	5	5	225.87	189.93	415.8	13,034.48	
	01017	Campezo/Kanpezu	1	5	6	27.31	6.27	33.58	8,529.97	
	01018	Zigoitia	3	11	14	1.4	4.22	5.62	10,199.04	
	01019	Kripan	3	0	3	0.1	0.91	1.01	1,250.77	
	01020	Kuartango	1	6	7	2.51	5.63	8.14	8,396.76	
	01021	Elburgo/Burgelu	0	0	0	0	0	0	3,206.90	
	01022	Elciego	1	10	11	0.99	9.64	10.63	1,631.01	
	01023	Elvillar/Bilar	9	35	44	6.62	27.03	33.65	1,748.90	
	01027	Iruraiz-Gauna	3	0	3	0	0.15	0.15	4,709.20	
	01028	Labastida/Bastida	1	12	13	4.42	11.09	15.51	3,814.05	
	01030	Lagrán	2	0	2	0	0.21	0.21	4,558.41	
	01031	Laguardia	9	39	48	42.52	64.95	107.47	8,101.77	
	01032	Lanciego/Lantziego	6	28	34	4.5	50.22	54.72	2,417.88	
	01033	Lapuebla de Labarca	0	5	5	0.5	2.2	2.7	598.31	
	01034	Leza	2	0	2	0	0.47	0.47	991.39	
	01036	Laudio/Llodio	2	17	19	20.59	3.07	23.66	3,752.87	
	01037	Arraia-Maeztu	0	8	8	3.25	2.64	5.89	12,301.70	
	01039	Moreda de Álava/Moreda Araba	3	4	7	0.93	4.35	5.28	866.45	
	01041	Navaridas	1	4	5	1	7.64	8.64	890.96	
	01042	Okondo	3	6	9	2.31	3.23	5.54	2,987.59	
	01043	Oyàn-Oion	6	10	16	9.15	21.2	30.35	4,514.45	
	01044	Peñacerrada-Urizaharra	0	3	3	0.39	3.87	4.26	6,212.66	
	01046	Erriberagoitia/Ribera Alta	3	8	11	6.8	12.46	19.26	11,968.55	
	01047	Ribera Baja/Erribera Beitia	3	8	11	28.39	8.71	37.1	2,535.81	
	01049	Añana	2	3	5	0.13	3.36	3.49	2,190.59	
	01051	Salvatierra/Agurain	1	1	2	0	2.36	2.36	3,774.10	
	01052	Samaniego	0	6	6	0.67	0.79	1.46	1,062.88	
	01053	San Millán/Donemiliaga	1	8	9	0.73	6.79	7.52	8,534.49	
	01054	Urkabustaiz	0	0	0	1.4	0	1.4	6,079.98	
	01055	Valdegovía/Gaubea	2	14	16	254.08	5.66	259.74	23,808.35	
	01056	Harana/Valle de Arana	1	2	3	0.95	4.3	5.25	3,909.45	
	01057	Villabuena de Álava/Eskuernaga	3	2	5	1.45	1.21	2.66	847.26	
	01058	Legutio	2	3	5	0.69	1.53	2.22	4,581.63	
	01059	Vitoria-Gasteiz	5	9	14	66.87	10.51	77.38	27,659.22	
	01060	Yécora/Lekora	2	8	10	3.38	17.44	20.82	1,878.88	
	01061	Zalduondo	0	7	7	4.11	19.98	24.09	1,201.67	
	01062	Zambrana	1	4	5	1.37	0.84	2.21	3,947.58	
	01063	Zuia	0	6	6	1.49	0.59	2.08	12,238.93	
	01901	Iruña Oka/Iruña de Oca	1	2	3	1.38	0.77	2.15	5,320.68	
	01902	Lantaràn	0	9	9	5.05	1.48	6.53	6,743.63	
	53001	Comunidad de la Sierra Brava de Badaya	0	0	0	0	0	0	1,990.24	
	53002	Parzoneria de Entzia	0	0	0	0	0	0	4,970.08	
Total Araba/Álava									303,510.04	
Asturias	33001	Allande	53	668	721	1913.62	9675.36	11588.98	34,274.58	
	33002	Aller	84	550	634	199.99	2539.1	2739.09	37,601.19	
	33003	Amieva	69	285	354	161.79	1651.82	1813.61	11,389.70	
	33004	Avilés	39	126	165	36.15	35.08	71.23	2,686.47	
	33005	Belmonte de Miranda	71	483	554	227.45	4747.16	4974.61	20,820.52	
	33006	Bimenes	47	132	179	35.14	348.57	383.71	3,270.33	
	33007	Boal	5	51	56	173.67	187.55	361.22	12,047.24	
	33008	Cabrales	98	497	595	44.19	1804.39	1848.58	23,823.77	
	33009	Cabranes	9	40	49	103.9	344.94	448.84	3,832.00	
	33010	Candamo	24	119	143	423.2	176.83	600.03	7,202.58	
	33011	Cangas del Narcea	159	1252	1411	3298.46	15673.55	18972.01	82,462.38	
	33012	Cangas de Onís	175	979	1154	511.7	3943.09	4454.79	21,273.64	
	33013	Caravia	16	65	81	20.35	94.27	114.62	1,357.42	
	33014	Carreño	38	68	106	36.51	44.12	80.63	6,665.66	
	33015	Caso	46	219	265	116.93	1433.2	1550.13	30,797.09	
	33016	Castrillàn	37	209	246	91.28	147.28	238.56	5,599.08	
	33017	Castropol	8	62	70	28.24	210.26	238.5	12,583.33	
	33018	Coaña	16	38	54	48.34	21.59	69.93	6,607.41	
	33019	Colunga	36	136	172	95.84	188.15	283.99	9,679.62	
	33020	Corvera de Asturias	42	119	161	78.6	59.94	138.54	4,603.47	
	33021	Cudillero	12	107	119	58.37	213.34	271.71	10,176.08	
	33022	Degaña	10	61	71	92.36	988.94	1081.3	8,727.81	
	33023	El Franco	1	8	9	1.02	8.71	9.73	7,844.80	
	33024	Gijàn	81	274	355	134.46	263	397.46	18,248.90	
	33025	Gozàn	49	183	232	106.13	200.5	306.63	8,213.14	
	33026	Grado	115	679	794	365.98	2559.42	2925.4	21,687.43	
	33027	Grandas de Salime	8	59	67	748.39	1295.86	2044.25	11,182.12	
	33028	Ibias	13	190	203	289.91	1616.16	1906.07	33,383.36	
	33029	Illano	8	40	48	175.33	671.63	846.96	10,286.71	
	33030	Illas	10	38	48	42.27	131.49	173.76	2,552.43	
	33031	Langreo	88	329	417	126.68	588.01	714.69	8,249.01	
	33032	Laviana	87	432	519	81.75	1368.97	1450.72	13,102.27	
	33033	Lena	119	857	976	339.95	4115.67	4455.62	31,615.52	
	33034	Valdés	56	327	383	1859.17	2828.09	4687.26	35,395.22	
	33035	Llanera	112	228	340	236.19	217.81	454	10,674.85	
	33036	Llanes	371	1511	1882	803.83	4242.88	5046.71	26,342.83	
	33037	Mieres	121	551	672	440.16	1648.89	2089.05	14,610.04	
	33038	Morcín	17	212	229	43.59	674.46	718.05	5,008.41	
	33039	Muros de Nalàn	7	20	27	12.94	6.56	19.5	831.90	
	33040	Nava	26	139	165	91.37	348.9	440.27	9,583.09	
	33041	Navia	12	48	60	44.71	37.8	82.51	6,331.19	
	33042	Noreña	2	12	14	40	71.18	111.18	566.27	
	33043	Onís	77	414	491	73.28	1276.43	1349.71	7,540.79	
	33044	Oviedo	132	685	817	106.63	1051.55	1158.18	18,675.57	
	33045	Parres	120	492	612	299.02	1843.08	2142.1	12,607.57	
	33046	Peñamellera Alta	26	161	187	86.12	969.98	1056.1	9,216.41	
	33047	Peñamellera Baja	42	149	191	110.37	850.63	961	8,381.92	
	33048	Pesoz	3	13	16	73.54	46.58	120.12	3,903.49	
	33049	Piloña	216	1249	1465	744.07	5286.71	6030.78	28,392.21	
	33050	Ponga	60	225	285	138.51	1027.82	1166.33	20,597.67	
	33051	Pravia	24	124	148	140.42	146.53	286.95	10,304.27	
	33052	Proaza	24	105	129	35.09	409.36	444.45	7,685.68	
	33053	Quiràs	33	164	197	128.3	831.04	959.34	20,618.54	
	33054	Las Regueras	39	221	260	106.95	293.02	399.97	6,589.18	
	33055	Ribadedeva	28	84	112	43.69	93.01	136.7	3,554.95	
	33056	Ribadesella	71	454	525	292.3	1303.43	1595.73	8,444.28	
	33057	Ribera de Arriba	21	160	181	161.63	494.92	656.55	2,199.69	
	33058	Riosa	7	68	75	10.9	289.02	299.92	4,651.15	
	33059	Salas	55	278	333	351.26	1963.56	2314.82	22,732.82	
	33060	San Martín del Rey Aurelio	78	271	349	125.13	633.1	758.23	5,614.62	
	33061	San Martín de Oscos	1	15	16	76.47	497.89	574.36	6,759.53	
	33062	Santa Eulalia de Oscos	3	15	18	68.4	183.16	251.56	4,720.20	
	33063	San Tirso de Abres	5	5	10	0.31	3.84	4.15	3,147.42	
	33064	Santo Adriano	23	96	119	11.23	233.12	244.35	2,261.50	
	33065	Sariego	12	34	46	14.22	56.62	70.84	2,572.44	
	33066	Siero	122	452	574	226.39	736.51	962.9	21,131.84	
	33067	Sobrescobio	22	231	253	62.62	1870.08	1932.7	6,943.90	
	33068	Somiedo	30	231	261	89.35	1341.96	1431.31	29,037.33	
	33069	Soto del Barco	18	51	69	78.6	56.08	134.68	3,548.09	
	33070	Tapia de Casariego	8	38	46	14.52	20.28	34.8	6,600.13	
	33071	Taramundi	0	2	2	2.09	8.01	10.1	8,231.91	
	33072	Teverga	14	59	73	48.39	358.33	406.72	17,619.09	
	33073	Tineo	146	912	1058	907.32	7900.6	8807.92	54,148.12	
	33074	Vegadeo	6	21	27	65.66	178.93	244.59	8,291.50	
	33075	Villanueva de Oscos	4	49	53	69.77	349.83	419.6	7,311.61	
	33076	Villaviciosa	100	276	376	244.86	438.81	683.67	27,437.45	
	33077	Villayàn	8	131	139	122.91	1675.1	1798.01	13,265.04	
	33078	Yernes y Tameza	12	76	88	15.4	325.27	340.67	3,165.61	
Total Asturias									1,061,094.37	
Avila	05001	Adanero	2	0	2	0	0.07	0.07	3,140.69	
	05002	La Adrada	10	54	64	413.95	44.5	458.45	5,865.63	
	05005	Albornos	0	0	0	0	0	0	1,709.67	
	05007	Aldeanueva de Santa Cruz	0	3	3	0	4.2	4.2	848.48	
	05008	Aldeaseca	0	0	0	0	0	0	2,424.06	
	05010	La Aldehuela	3	0	3	0	1.08	1.08	1,715.27	
	05012	Amavida	1	0	1	0	0.2	0.2	1,501.54	
	05013	El Arenal	1	21	22	228.15	238.7	466.85	2,707.75	
	05014	Arenas de San Pedro	45	148	193	425.22	376.72	801.94	19,461.19	
	05015	Arevalillo	2	4	6	15	28.83	43.83	1,497.04	
	05016	Arévalo	10	31	41	50.34	13.84	64.18	4,570.00	
	05017	Aveinte	0	0	0	0	0	0	1,283.87	
	05018	Avellaneda	0	5	5	0	19.4	19.4	1,023.48	
	05019	Ávila	15	45	60	7.5	1909.29	1916.79	23,063.05	
	05021	El Barco de Ávila	2	9	11	0.2	19.58	19.78	1,268.77	
	05022	El Barraco	15	46	61	3.43	132.77	136.2	15,385.19	
	05023	Barromán	1	0	1	0	0.2	0.2	2,002.95	
	05024	Becedas	7	29	36	45.67	366.53	412.2	3,221.68	
	05025	Becedillas	0	0	0	0	0	0	1,986.56	
	05026	Bercial de Zapardiel	0	0	0	0	0	0	1,730.49	
	05027	Las Berlanas	1	0	1	0	0.4	0.4	1,668.84	
	05029	Bernuy-Zapardiel	0	0	0	0	0	0	1,977.80	
	05030	Berrocalejo de Aragona	0	3	3	0	7.87	7.87	900.45	
	05033	Blascomillán	0	0	0	0	0	0	3,960.31	
	05034	Blasconuño de Matacabras	0	0	0	0	0	0	1,298.63	
	05035	Blascosancho	0	0	0	0	0	0	2,294.30	
	05036	El Bohodàn	1	4	5	10.53	2.06	12.59	2,208.33	
	05037	Bohoyo	6	15	21	19.36	82.8	102.16	7,388.03	
	05038	Bonilla de la Sierra	1	2	3	0	2.36	2.36	5,506.15	
	05039	Brabos	0	0	0	0	0	0	1,834.66	
	05040	Bularros	0	0	0	0	0	0	3,075.32	
	05041	Burgohondo	10	32	42	67.35	823.46	890.81	5,532.36	
	05042	Cabezas de Alambre	3	1	4	0.75	1.11	1.86	1,180.14	
	05043	Cabezas del Pozo	0	0	0	0	0	0	1,796.41	
	05044	Cabezas del Villar	0	3	3	0	31	31	11,007.29	
	05045	Cabizuela	0	0	0	0	0	0	1,916.81	
	05046	Canales	0	0	0	0	0	0	667.00	
	05047	Candeleda	60	177	237	97.47	309.03	406.5	21,392.98	
	05048	Cantiveros	0	0	0	0	2.8	2.8	1,437.25	
	05049	Cardeñosa	3	0	3	0	1.47	1.47	4,049.02	
	05051	La Carrera	4	17	21	35.48	111.18	146.66	1,416.78	
	05052	Casas del Puerto	1	2	3	0	21.05	21.05	2,214.19	
	05053	Casasola	1	4	5	0	51.37	51.37	1,835.98	
	05054	Casavieja	9	41	50	462.5	238.2	700.7	3,923.57	
	05055	Casillas	1	25	26	11.16	5.94	17.1	1,198.41	
	05056	Castellanos de Zapardiel	0	0	0	0	0	0	1,269.59	
	05057	Cebreros	15	42	57	1354.35	157.79	1512.14	13,775.87	
	05058	Cepeda la Mora	4	5	9	4.06	2.88	6.94	3,139.41	
	05059	Cillán	0	0	0	0	0	0	1,417.10	
	05060	Cisla	0	0	0	0	0	0	2,030.90	
	05061	La Colilla	0	0	0	0	0	0	1,125.57	
	05062	Collado de Contreras	0	0	0	0	0	0	1,843.58	
	05063	Collado del Miràn	0	0	0	0	0	0	484.21	
	05064	Constanzana	0	1	1	1.8	0	1.8	2,684.20	
	05065	Crespos	2	0	2	0	0.9	0.9	3,191.93	
	05066	Cuevas del Valle	4	7	11	1114.41	288.26	1402.67	1,917.08	
	05067	Chamartín	0	0	0	0	0	0	1,545.15	
	05069	Donjimeno	0	0	0	0	4	4	1,474.50	
	05070	Donvidas	0	0	0	0	0	0	1,147.58	
	05072	Espinosa de los Caballeros	2	7	9	4.62	4.95	9.57	1,939.69	
	05073	Flores de Ávila	0	0	0	0	0	0	4,304.26	
	05074	Fontiveros	2	0	2	0.01	0.03	0.04	3,641.19	
	05075	Fresnedilla	1	4	5	1.5	2.8	4.3	2,451.71	
	05076	El Fresno	0	0	0	0	0	0	1,262.47	
	05077	Fuente el Saéz	0	0	0	0	0	0	981.13	
	05078	Fuentes de Año	1	0	1	0	0.02	0.02	2,000.36	
	05079	Gallegos de Altamiros	4	8	12	0	6.4	6.4	2,046.64	
	05080	Gallegos de Sobrinos	0	0	0	0	0	0	4,326.67	
	05081	Garganta del Villar	2	0	2	0	0.8	0.8	1,819.21	
	05082	Gavilanes	0	12	12	2.3	2.7	5	2,915.37	
	05083	Gemuño	1	0	1	0	0.04	0.04	1,718.09	
	05084	Gilbuena	0	4	4	86.55	89.84	176.39	1,513.71	
	05085	Gil García	5	14	19	20.94	82.29	103.23	1,545.99	
	05086	Gimialcàn	0	0	0	0	0	0	1,905.30	
	05087	Gotarrendura	1	0	1	0.8	0	0.8	1,063.14	
	05088	Grandes y San Martín	0	1	1	12	0	12	1,159.03	
	05089	Guisando	12	24	36	38.5	7.37	45.87	3,832.72	
	05090	Gutierre-Muñoz	1	2	3	5	4.1	9.1	2,214.69	
	05092	Hernansancho	0	0	0	0	3.2	3.2	1,937.39	
	05093	Herradàn de Pinares	10	28	38	0.2	118.12	118.32	4,837.65	
	05094	Herreros de Suso	0	0	0	0	0	0	2,153.06	
	05095	Higuera de las Dueñas	1	13	14	11.5	24.67	36.17	3,498.46	
	05096	La Hija de Dios	1	1	2	0	65.12	65.12	1,250.07	
	05097	La Horcajada	2	9	11	0	37.47	37.47	4,653.42	
	05099	Horcajo de las Torres	1	0	1	0	0.2	0.2	4,732.08	
	05100	El Hornillo	4	10	14	6.44	97.93	104.37	2,326.99	
	05101	Hoyocasero	3	12	15	4.4	87.48	91.88	5,229.75	
	05102	El Hoyo de Pinares	12	38	50	186.86	80.5	267.36	8,067.55	
	05103	Hoyorredondo	0	1	1	0	2	2	1,722.28	
	05104	Hoyos del Collado	2	0	2	0.2	0.63	0.83	988.31	
	05105	Hoyos del Espino	1	6	7	1.31	3.39	4.7	5,291.58	
	05106	Hoyos de Miguel Muñoz	0	3	3	0	225.15	225.15	1,186.89	
	05107	Hurtumpascual	0	0	0	0	0	0	1,861.00	
	05108	Junciana	1	9	10	67.25	283.77	351.02	1,502.29	
	05109	Langa	1	0	1	0	0.25	0.25	2,444.70	
	05110	Lanzahíta	4	16	20	4.09	76.21	80.3	3,366.67	
	05112	El Losar del Barco	3	4	7	57.42	155.32	212.74	1,954.60	
	05113	Los Llanos de Tormes	1	5	6	0	2.37	2.37	1,746.64	
	05114	Madrigal de las Altas Torres	1	0	1	0.04	2	2.04	10,679.69	
	05115	Maello	1	6	7	11.3	46.38	57.68	6,531.73	
	05116	Malpartida de Corneja	2	0	2	0	0.11	0.11	1,907.17	
	05117	Mamblas	0	0	0	0	0	0	2,403.47	
	05118	Mancera de Arriba	0	0	0	0	0	0	1,758.56	
	05119	Manjabálago y Ortigosa de Rioalmar	0	1	1	0.82	0.2	1.02	1,701.05	
	05120	Marlín	0	0	0	0	77	77	639.25	
	05121	Martiherrero	2	1	3	0	45.44	45.44	2,278.63	
	05122	Martínez	1	1	2	0	2.53	2.53	1,806.79	
	05123	Mediana de Voltoya	0	3	3	0	67.5	67.5	1,836.91	
	05124	Medinilla	0	2	2	4.5	14.2	18.7	2,288.67	
	05125	Mengamuñoz	1	0	1	0	0.05	0.05	1,174.54	
	05126	Mesegar de Corneja	0	0	0	0	0	0	1,028.65	
	05127	Mijares	9	28	37	67.47	136.78	204.25	4,695.24	
	05128	Mingorría	1	11	12	1.5	81.57	83.07	3,068.03	
	05129	El Miràn	0	0	0	0	0	0	3,108.14	
	05130	Mironcillo	0	1	1	0	20.25	20.25	1,522.85	
	05131	Mirueña de los Infanzones	0	1	1	0	15	15	3,120.48	
	05132	Mombeltrán	11	29	40	1041.17	41.69	1082.86	4,991.14	
	05133	Monsalupe	3	0	3	0.5	0.15	0.65	1,769.53	
	05134	Moraleja de Matacabras	0	0	0	0	0	0	1,492.57	
	05135	Muñana	2	5	7	0	72.31	72.31	3,361.06	
	05136	Muñico	0	1	1	0	12.68	12.68	1,327.52	
	05138	Muñogalindo	1	0	1	0	0.01	0.01	1,876.77	
	05139	Muñogrande	0	0	0	0	1	1	1,615.79	
	05140	Muñomer del Peco	0	0	0	0	0	0	1,008.66	
	05141	Muñopepe	1	1	2	0	52.95	52.95	601.76	
	05142	Muñosancho	1	0	1	0	0.04	0.04	1,971.52	
	05143	Muñotello	0	1	1	0	2.5	2.5	1,994.24	
	05144	Narrillos del Álamo	0	2	2	5	6.38	11.38	2,935.45	
	05145	Narrillos del Rebollar	1	0	1	0	0.6	0.6	1,740.47	
	05147	Narros del Castillo	0	3	3	0	2.03	2.03	3,360.42	
	05148	Narros del Puerto	1	3	4	0.07	14.01	14.08	1,037.16	
	05149	Narros de Saldueña	0	0	0	0	0	0	943.73	
	05151	Navacepedilla de Corneja	1	6	7	0	62.87	62.87	2,950.34	
	05152	Nava de Arévalo	3	9	12	8.71	7.95	16.66	5,824.98	
	05153	Nava del Barco	0	3	3	32.5	431.5	464	2,938.23	
	05154	Navadijos	0	2	2	2	1.2	3.2	1,985.27	
	05155	Navaescurial	1	7	8	0	305.84	305.84	3,531.68	
	05156	Navahondilla	4	8	12	3.5	18.89	22.39	2,206.24	
	05157	Navalacruz	0	13	13	0	755.32	755.32	5,002.53	
	05158	Navalmoral	3	9	12	0.4	2.81	3.21	4,334.35	
	05159	Navalonguilla	0	12	12	2.11	414.77	416.88	9,077.76	
	05160	Navalosa	5	29	34	1.78	125.48	127.26	2,999.40	
	05161	Navalperal de Pinares	2	22	24	4	290.96	294.96	4,980.68	
	05162	Navalperal de Tormes	0	7	7	0.05	295.68	295.73	6,096.71	
	05163	Navaluenga	12	22	34	10.55	21.06	31.61	7,350.95	
	05164	Navaquesera	1	3	4	0	83.83	83.83	919.44	
	05165	Navarredonda de Gredos	3	8	11	0.81	229.93	230.74	7,880.84	
	05166	Navarredondilla	0	3	3	3	6.5	9.5	2,026.59	
	05167	Navarrevisca	1	24	25	27	200.33	227.33	3,998.59	
	05168	Las Navas del Marqués	14	42	56	8.53	10.9	19.43	9,812.73	
	05169	Navatalgordo	2	7	9	0	11.67	11.67	2,008.17	
	05170	Navatejares	3	4	7	0	4.4	4.4	1,108.38	
	05171	Neila de San Miguel	0	1	1	0	6.3	6.3	789.50	
	05172	Niharra	0	0	0	0	0	0	1,127.98	
	05173	Ojos-Albos	1	0	1	0	0.5	0.5	4,311.28	
	05174	Orbita	2	0	2	10.93	2.33	13.26	1,438.42	
	05175	El Oso	1	0	1	0.15	0	0.15	1,848.36	
	05176	Padiernos	1	0	1	0	0.01	0.01	3,698.32	
	05177	Pajares de Adaja	0	1	1	3.05	1	4.05	2,323.01	
	05178	Palacios de Goda	3	0	3	0	1.01	1.01	5,297.22	
	05179	Papatrigo	0	0	0	0	0	0	2,099.97	
	05180	El Parral	0	0	0	0	0	0	1,088.59	
	05181	Pascualcobo	0	0	0	0	19.06	19.06	1,614.39	
	05182	Pedro Bernardo	6	20	26	24.19	15.82	40.01	6,899.74	
	05183	Pedro-Rodríguez	2	3	5	2.15	2.2	4.35	1,407.59	
	05184	Peguerinos	5	12	17	0	40.19	40.19	8,592.57	
	05185	Peñalba de Ávila	2	1	3	0	3.5	3.5	2,351.67	
	05186	Piedrahíta	1	8	9	0	41.74	41.74	2,867.36	
	05187	Piedralaves	7	41	48	4.13	38.12	42.25	5,523.50	
	05188	Poveda	0	0	0	0	0	0	651.36	
	05189	Poyales del Hoyo	20	42	62	1.7	33.29	34.99	337.86	
	05190	Pozanco	0	0	0	0	0	0	1,106.39	
	05191	Pradosegar	2	0	2	0	0.91	0.91	1,128.94	
	05192	Puerto Castilla	5	45	50	14.43	299.43	313.86	4,329.57	
	05193	Rasueros	1	0	1	0	0.02	0.02	4,066.35	
	05194	Riocabado	1	0	1	0.05	0	0.05	1,976.93	
	05195	Riofrío	2	9	11	0	45.67	45.67	6,551.73	
	05196	Rivilla de Barajas	0	0	0	0	0	0	2,438.24	
	05197	Salobral	1	0	1	0	0.15	0.15	754.81	
	05198	Salvadiàs	0	0	0	0	0	0	2,038.33	
	05199	San Bartolomé de Béjar	2	7	9	0.5	20.01	20.51	1,649.82	
	05200	San Bartolomé de Corneja	1	0	1	0	0.02	0.02	736.19	
	05201	San Bartolomé de Pinares	10	18	28	1.5	24.13	25.63	7,464.62	
	05204	Sanchidrián	0	3	3	0.3	0.8	1.1	2,658.79	
	05205	Sanchorreja	2	4	6	3	151.45	154.45	3,530.98	
	05206	San Esteban de los Patos	2	0	2	0	1.08	1.08	1,035.60	
	05207	San Esteban del Valle	8	13	21	2.35	271.24	273.59	3,934.21	
	05208	San Esteban de Zapardiel	0	0	0	0	0	0	1,298.41	
	05209	San García de Ingelmos	0	0	0	0	0	0	3,808.13	
	05210	San Juan de la Encinilla	1	0	1	0	1.3	1.3	1,737.54	
	05211	San Juan de la Nava	7	12	19	2.51	10.09	12.6	6,075.84	
	05212	San Juan del Molinillo	3	0	3	0	0.85	0.85	3,578.03	
	05213	San Juan del Olmo	0	2	2	5	213.4	218.4	3,051.94	
	05214	San Lorenzo de Tormes	0	6	6	1.4	57.39	58.79	1,450.91	
	05215	San Martín de la Vega del Alberche	0	6	6	0.5	199.16	199.66	5,048.68	
	05216	San Martín del Pimpollar	3	24	27	306.07	779.12	1085.19	4,564.24	
	05217	San Miguel de Corneja	0	2	2	0	2.74	2.74	683.73	
	05218	San Miguel de Serrezuela	0	3	3	0	11.98	11.98	3,475.67	
	05219	San Pascual	1	2	3	0.3	2.1	2.4	1,860.95	
	05220	San Pedro del Arroyo	0	0	0	0	0	0	1,854.80	
	05221	Santa Cruz del Valle	13	17	30	2.69	2.68	5.37	2,961.90	
	05222	Santa Cruz de Pinares	3	0	3	0	0.04	0.04	4,135.63	
	05224	Santa María del Arroyo	0	0	0	0	0	0	1,113.24	
	05225	Santa María del Berrocal	0	1	1	0	1	1	2,835.13	
	05226	Santa María de los Caballeros	1	0	1	0	0.42	0.42	2,240.18	
	05227	Santa María del Tiétar	3	12	15	2.24	4.68	6.92	1,195.56	
	05228	Santiago del Collado	0	2	2	0	1.67	1.67	4,269.30	
	05229	Santo Domingo de las Posadas	0	1	1	0	1	1	1,334.01	
	05230	Santo Tomé de Zabarcos	0	0	0	0	0	0	841.41	
	05231	San Vicente de Arévalo	2	0	2	0	0.21	0.21	1,611.30	
	05232	La Serrada	1	0	1	0	0.06	0.06	727.68	
	05233	Serranillos	0	16	16	39.3	189.1	228.4	1,838.92	
	05234	Sigeres	0	0	0	0	0	0	1,369.35	
	05235	Sinlabajos	0	0	0	0	0	0	2,006.66	
	05236	Solana de Ávila	10	39	49	1381.53	5938.81	7320.34	6,839.75	
	05237	Solana de Rioalmar	1	0	1	0	0.01	0.01	3,713.60	
	05238	Solosancho	2	5	7	2.66	3.57	6.23	5,200.16	
